,timestamp,longitude,latitude,phone_brand_en,gender,age_segment,location
1233503,2016-05-05 23:39:20,114.33,30.48,Xiaomi,M,29-32,Hubei
111899,2016-05-05 20:09:44,116.5,39.86,Xiaomi,M,39+,Beijing
1025742,2016-05-05 07:14:33,1.0,1.0,Samsung,M,23-26,other
1142086,2016-05-02 16:40:05,1.0,1.0,Meizu,M,39+,other
312626,2016-05-02 23:48:14,116.43,39.94,Samsung,M,29-32,Beijing
48539,2016-05-03 23:03:21,113.37,23.17,Xiaomi,M,22-,Guangdong
536735,2016-05-03 14:01:38,113.88,33.75,vivo,F,29-32,Henan
467107,2016-05-05 19:16:18,120.09,29.34,Huawei,F,33-38,Zhejiang
225925,2016-05-07 12:46:45,120.22,30.21,Huawei,F,23-26,Zhejiang
348100,2016-05-07 22:17:33,113.06,23.01,OPPO,M,22-,Guangdong
1103903,2016-05-03 20:49:18,118.52,31.68,Huawei,M,39+,Anhui
569650,2016-05-03 15:47:36,116.4,39.8,Huawei,M,29-32,Beijing
274779,2016-05-01 11:01:10,116.36,37.0,Huawei,F,23-26,Shandong
323228,2016-05-07 11:51:17,114.16,22.68,Huawei,M,39+,Guangdong
50822,2016-05-07 11:41:15,107.38,29.71,Other,M,29-32,Chongqing
499833,2016-05-07 23:29:18,104.26,30.88,Samsung,M,39+,Sichuan
579755,2016-05-02 11:18:26,107.42,29.7,Xiaomi,F,22-,Chongqing
468030,2016-05-05 23:39:16,1.0,1.0,Huawei,F,33-38,other
152848,2016-05-04 01:40:20,118.72,25.34,Huawei,M,23-26,Fujian
644626,2016-05-06 13:33:06,121.49,29.89,Huawei,F,29-32,Zhejiang
157355,2016-05-01 09:01:30,112.19,34.36,Samsung,M,33-38,Henan
238973,2016-05-07 08:13:20,113.15,27.83,Meizu,F,27-28,Hunan
827924,2016-05-01 01:31:04,113.34,34.82,Huawei,F,33-38,Henan
339305,2016-05-03 18:14:39,118.77,39.54,Huawei,M,23-26,Hebei
532287,2016-05-04 15:05:02,115.02,30.21,Huawei,M,23-26,Hubei
535209,2016-05-06 11:27:39,119.26,26.08,Huawei,M,39+,Fujian
731711,2016-05-07 09:03:35,123.42,41.77,LeEco,F,22-,Liaoning
622405,2016-05-03 22:17:13,105.9,29.35,Other,F,23-26,Chongqing
855599,2016-05-06 17:11:08,87.47,43.9,Huawei,F,39+,Xinjiang
101168,2016-05-04 23:05:32,115.85,28.63,Huawei,F,33-38,Jiangxi
313257,2016-05-06 22:33:08,118.73,32.06,Huawei,M,29-32,Jiangsu
231885,2016-05-03 20:30:49,113.3,22.73,Coolpad,F,23-26,Guangdong
545589,2016-05-02 14:20:01,102.75,24.97,Meizu,M,23-26,Yunnan
184858,2016-05-07 15:25:13,121.46,31.25,Huawei,M,33-38,Shanghai
273321,2016-05-04 15:03:43,114.05,22.62,Samsung,M,23-26,Guangdong
330349,2016-05-06 16:12:36,1.0,1.0,Huawei,M,33-38,other
198673,2016-05-06 11:22:05,112.36,28.84,vivo,F,39+,Hunan
1081588,2016-05-02 21:19:05,113.0,28.23,Other,M,39+,Hunan
781758,2016-05-05 20:30:29,116.74,39.6,HTC,M,22-,Beijing
577923,2016-05-01 15:07:36,112.56,37.85,OPPO,F,27-28,Shanxi
270259,2016-05-05 20:03:31,118.85,32.12,Xiaomi,M,29-32,Jiangsu
447921,2016-05-06 07:31:08,123.23,41.74,Samsung,F,23-26,Liaoning
33780,2016-05-07 08:58:45,121.37,31.18,Xiaomi,M,39+,Shanghai
622410,2016-05-04 21:57:21,105.9,29.35,Other,F,23-26,Chongqing
121506,2016-05-01 17:09:34,118.33,35.11,Huawei,M,23-26,Shandong
91595,2016-05-05 14:30:54,116.33,39.91,Huawei,M,29-32,Beijing
295851,2016-05-02 15:32:42,112.61,34.78,Samsung,M,33-38,Henan
388064,2016-05-07 07:17:15,110.58,27.07,OPPO,F,29-32,Hunan
185477,2016-05-02 21:00:21,114.48,38.1,Huawei,M,39+,Hebei
789815,2016-05-04 07:57:08,114.36,30.62,Samsung,M,33-38,Hubei
483261,2016-05-02 23:48:31,104.54,30.4,Xiaomi,F,39+,Sichuan
1116570,2016-05-06 05:46:09,114.46,38.01,Xiaomi,F,39+,Hebei
719218,2016-05-01 13:01:41,107.57,32.02,OPPO,F,33-38,Sichuan
177052,2016-05-04 12:09:46,114.27,30.49,Meizu,M,39+,Hubei
598981,2016-05-01 03:39:50,118.2,24.68,Meizu,F,23-26,Fujian
141906,2016-05-06 15:11:13,1.0,1.0,Samsung,F,39+,other
1017501,2016-05-02 11:16:31,115.91,28.69,Huawei,M,27-28,Jiangxi
48305,2016-05-06 11:10:08,120.26,32.65,Coolpad,M,39+,Jiangsu
860921,2016-05-07 09:40:46,109.71,26.87,vivo,M,29-32,Hunan
243043,2016-05-02 10:40:47,120.9,31.18,Huawei,M,39+,Jiangsu
712777,2016-05-03 08:32:00,106.39,39.01,Huawei,M,33-38,Ningxia
1112174,2016-05-07 22:04:44,1.0,1.0,Samsung,M,22-,other
300687,2016-05-04 00:02:08,103.77,29.6,OPPO,F,29-32,Sichuan
996359,2016-05-04 09:50:58,127.49,50.24,Meizu,M,22-,Heilongjiang
186862,2016-05-01 19:31:27,1.0,1.0,Other,M,39+,other
26437,2016-05-06 05:54:38,113.9,22.96,Huawei,M,29-32,Guangdong
1149321,2016-05-01 09:57:35,121.6,31.28,Other,M,33-38,Shanghai
231670,2016-05-02 08:02:40,120.25,28.81,Huawei,F,39+,Zhejiang
333742,2016-05-05 10:38:27,115.92,28.58,vivo,M,29-32,Jiangxi
1167320,2016-05-03 02:19:15,121.66,31.27,Xiaomi,M,29-32,Shanghai
1200704,2016-05-01 23:25:55,104.28,30.97,vivo,M,23-26,Sichuan
445702,2016-05-05 19:27:27,113.44,34.67,vivo,M,39+,Henan
573987,2016-05-01 03:25:06,108.86,34.23,vivo,M,22-,Shanxi
677612,2016-05-05 21:52:13,118.72,25.44,Meizu,M,33-38,Fujian
716483,2016-05-01 21:17:18,112.55,37.76,OPPO,M,23-26,Shanxi
363139,2016-05-02 08:59:51,120.16,29.29,Other,M,23-26,Zhejiang
184912,2016-05-07 01:36:02,121.47,31.22,Huawei,M,33-38,Shanghai
1214493,2016-05-06 05:10:08,103.69,30.92,vivo,M,23-26,Sichuan
1233230,2016-05-06 11:43:38,104.0,30.0,Xiaomi,M,29-32,Sichuan
717022,2016-05-02 19:44:02,112.19,30.99,Samsung,F,39+,Hubei
308556,2016-05-05 21:49:57,119.23,32.25,vivo,F,23-26,Jiangsu
504794,2016-05-01 11:13:58,109.22,34.66,Samsung,F,29-32,Shanxi
717059,2016-05-07 22:54:56,112.19,30.99,Samsung,F,39+,Hubei
39348,2016-05-02 00:23:18,120.27,30.16,OPPO,M,27-28,Zhejiang
370920,2016-05-07 21:42:23,126.7,45.72,Xiaomi,F,39+,Heilongjiang
672083,2016-05-02 14:34:23,115.38,40.44,vivo,F,22-,Hebei
823687,2016-05-04 16:50:39,119.93,31.78,Coolpad,M,39+,Jiangsu
1151157,2016-05-03 02:33:49,113.45,23.1,Samsung,F,23-26,Guangdong
530632,2016-05-04 21:22:16,116.8,39.96,OPPO,F,22-,Beijing
114917,2016-05-02 19:20:27,113.93,35.3,Xiaomi,F,39+,Henan
650960,2016-05-06 19:31:49,114.54,38.02,Xiaomi,F,23-26,Hebei
663367,2016-05-06 18:47:49,106.94,27.69,Xiaomi,M,33-38,Guizhou
741199,2016-05-03 15:42:34,118.75,32.25,Coolpad,M,39+,Jiangsu
640632,2016-05-03 13:40:05,126.62,45.74,Xiaomi,M,27-28,Heilongjiang
1063591,2016-05-06 20:51:41,118.88,33.3,Coolpad,M,39+,Jiangsu
1240508,2016-05-07 16:47:36,112.54,33.01,Other,M,22-,Henan
153587,2016-05-02 11:12:54,108.27,22.78,Xiaomi,M,33-38,Guangxi
752654,2016-05-04 11:13:20,121.35,31.31,vivo,M,33-38,Shanghai
1207673,2016-05-03 07:47:08,110.44,35.47,Samsung,M,29-32,Shanxi
600893,2016-05-02 20:27:28,110.79,21.43,Huawei,M,33-38,Guangdong
532315,2016-05-05 09:28:15,117.02,31.19,Huawei,M,29-32,Anhui
34088,2016-05-07 17:49:38,112.18,37.2,Xiaomi,M,29-32,Shanxi
560359,2016-05-03 22:54:51,123.44,41.72,Coolpad,M,23-26,Liaoning
1221484,2016-05-06 21:33:51,104.02,30.65,Huawei,F,39+,Sichuan
463164,2016-05-05 07:04:00,114.26,30.57,Huawei,F,39+,Hubei
821946,2016-05-06 15:04:03,113.34,23.13,OPPO,F,27-28,Guangdong
67422,2016-05-02 19:34:58,118.46,39.56,Meizu,F,39+,Hebei
485777,2016-05-04 00:52:50,120.42,30.4,vivo,M,29-32,Zhejiang
363102,2016-05-01 19:54:34,120.13,29.31,Other,M,23-26,Zhejiang
800320,2016-05-04 16:11:56,112.56,33.0,Huawei,M,33-38,Henan
529507,2016-05-04 12:24:40,104.0,30.0,Xiaomi,M,33-38,Sichuan
1230449,2016-05-04 10:29:07,104.39,31.13,vivo,M,22-,Sichuan
1266990,2016-05-01 17:23:31,116.35,39.9,Samsung,M,39+,Beijing
887742,2016-05-05 07:48:40,115.53,35.56,Huawei,F,33-38,Shandong
285307,2016-05-06 12:44:11,104.0,30.0,Other,M,29-32,Sichuan
1081094,2016-05-07 21:12:07,104.13,30.61,Meizu,M,22-,Sichuan
942713,2016-05-01 20:34:36,118.04,39.59,OPPO,M,27-28,Hebei
226175,2016-05-02 23:55:48,120.17,30.2,Huawei,F,23-26,Zhejiang
1262286,2016-05-07 09:42:51,117.08,38.82,Meizu,M,27-28,Tianjin
674576,2016-05-02 14:25:25,123.38,41.81,Xiaomi,F,29-32,Liaoning
933857,2016-05-01 20:29:49,117.32,36.67,Xiaomi,M,22-,Shandong
809516,2016-05-04 19:17:20,113.8,22.8,vivo,M,27-28,Guangdong
670784,2016-05-05 03:37:02,103.89,34.46,HTC,F,23-26,Gansu
326049,2016-05-02 00:06:35,117.21,39.15,Huawei,F,29-32,Tianjin
741958,2016-05-06 20:19:48,104.04,30.67,Samsung,M,29-32,Sichuan
1103991,2016-05-04 15:43:18,102.69,25.03,Meizu,F,22-,Yunnan
625735,2016-05-01 05:32:28,1.0,1.0,Samsung,F,29-32,other
1086633,2016-05-01 11:47:17,106.38,29.51,Meizu,M,39+,Chongqing
229559,2016-05-03 07:19:29,119.56,32.01,Xiaomi,M,39+,Jiangsu
837874,2016-05-03 20:19:10,120.57,29.99,Huawei,M,39+,Zhejiang
163855,2016-05-02 16:39:39,120.29,31.64,Meizu,M,27-28,Jiangsu
982645,2016-05-05 07:48:31,118.8,31.99,Huawei,M,33-38,Jiangsu
1255482,2016-05-01 22:27:55,113.83,22.64,Xiaomi,M,27-28,Guangdong
875540,2016-05-04 20:55:33,114.29,30.59,Huawei,M,33-38,Hubei
529381,2016-05-04 08:56:23,120.85,30.14,Xiaomi,M,27-28,Zhejiang
435357,2016-05-03 10:15:58,121.05,28.18,OPPO,M,29-32,Zhejiang
295841,2016-05-02 14:58:05,112.85,35.06,Samsung,M,33-38,Henan
635509,2016-05-01 22:34:13,112.68,26.89,OPPO,M,22-,Hunan
255386,2016-05-04 11:22:41,113.99,23.06,Huawei,F,33-38,Guangdong
168124,2016-05-01 10:44:07,106.5,29.5,Xiaomi,M,33-38,Chongqing
1258122,2016-05-01 19:30:55,104.0,30.0,Xiaomi,M,29-32,Sichuan
1060680,2016-05-05 14:19:32,114.55,38.0,Huawei,F,29-32,Hebei
1166392,2016-05-05 15:39:37,115.99,40.47,Samsung,F,22-,Beijing
966786,2016-05-02 14:40:25,119.52,25.86,Xiaomi,F,23-26,Fujian
412923,2016-05-02 22:18:11,104.0,30.0,Other,M,23-26,Sichuan
454091,2016-05-03 18:09:33,121.31,31.43,OPPO,F,33-38,Shanghai
1082806,2016-05-01 01:09:50,120.46,30.23,Huawei,F,27-28,Zhejiang
653211,2016-05-02 13:42:18,102.47,25.56,Samsung,M,23-26,Yunnan
60236,2016-05-06 07:46:18,1.0,1.0,Other,M,33-38,other
234292,2016-05-04 10:19:59,111.69,27.69,vivo,F,39+,Hunan
1094513,2016-05-03 19:47:13,121.32,31.93,Huawei,M,39+,Jiangsu
764181,2016-05-03 15:36:05,116.53,40.1,Huawei,M,39+,Beijing
936128,2016-05-05 14:40:46,116.53,31.76,Samsung,M,23-26,Anhui
54798,2016-05-05 15:52:33,87.59,43.82,Huawei,M,39+,Xinjiang
511962,2016-05-06 13:48:31,109.16,18.37,Huawei,M,23-26,Hainan
415252,2016-05-01 11:16:36,116.33,35.07,Huawei,M,39+,Shandong
670588,2016-05-06 00:25:25,116.34,23.58,Huawei,M,29-32,Guangdong
570904,2016-05-07 02:47:22,119.43,25.61,Samsung,M,29-32,Fujian
769060,2016-05-07 00:36:45,114.87,30.38,Huawei,M,33-38,Hubei
450747,2016-05-01 15:48:51,113.31,23.09,Xiaomi,M,33-38,Guangdong
124604,2016-05-07 03:12:16,113.8,22.73,Xiaomi,M,39+,Guangdong
661899,2016-05-05 00:00:08,104.12,30.66,Xiaomi,M,27-28,Sichuan
748513,2016-05-04 11:13:06,120.68,30.56,Huawei,F,39+,Zhejiang
333842,2016-05-07 09:14:12,115.92,28.57,vivo,M,29-32,Jiangxi
1254088,2016-05-07 01:45:00,114.04,22.52,Samsung,M,29-32,Guangdong
71645,2016-05-06 16:22:23,116.24,39.83,HTC,F,27-28,Beijing
1174851,2016-05-05 15:38:46,121.36,31.14,Coolpad,M,33-38,Shanghai
1022919,2016-05-05 10:28:44,1.0,1.0,Samsung,M,29-32,other
933078,2016-05-07 07:08:26,1.0,1.0,Huawei,M,39+,other
34297,2016-05-05 16:05:55,87.5,43.9,Samsung,M,39+,Xinjiang
990447,2016-05-06 21:23:46,119.28,26.06,Meizu,M,23-26,Fujian
22322,2016-05-06 12:29:19,104.02,30.68,vivo,F,23-26,Sichuan
224009,2016-05-02 03:35:10,104.71,28.46,Huawei,M,39+,Sichuan
374436,2016-05-01 12:34:09,120.28,31.55,vivo,M,33-38,Jiangsu
10101,2016-05-05 18:13:15,118.09,24.63,Samsung,M,22-,Fujian
709091,2016-05-07 14:31:29,113.4,28.21,OPPO,M,29-32,Hunan
929571,2016-05-01 16:07:03,106.53,29.58,Xiaomi,M,33-38,Chongqing
516226,2016-05-06 14:04:24,102.43,24.9,Samsung,M,29-32,Yunnan
1025022,2016-05-01 23:19:01,112.18,32.11,Meizu,M,23-26,Hubei
829956,2016-05-06 07:42:36,116.33,39.71,Samsung,M,39+,Beijing
141320,2016-05-07 13:01:47,110.29,19.99,Huawei,F,23-26,Hainan
123800,2016-05-01 08:14:08,120.49,31.32,Xiaomi,M,33-38,Jiangsu
256439,2016-05-05 13:02:16,119.24,26.06,Huawei,M,23-26,Fujian
219336,2016-05-03 06:55:01,117.96,40.9,Huawei,M,39+,Hebei
1095592,2016-05-05 18:56:10,118.18,24.49,Other,F,29-32,Fujian
1058995,2016-05-03 12:48:33,113.51,34.6,Meizu,F,39+,Henan
377330,2016-05-06 18:03:19,114.06,22.63,Huawei,M,39+,Guangdong
22216,2016-05-01 13:19:25,103.96,30.52,vivo,F,23-26,Sichuan
890701,2016-05-01 00:10:27,115.28,33.06,Huawei,M,33-38,Anhui
1236499,2016-05-01 18:26:42,113.69,34.07,Xiaomi,M,33-38,Henan
233620,2016-05-02 13:00:23,112.69,38.73,Coolpad,F,39+,Shanxi
566204,2016-05-06 08:49:28,1.0,1.0,Other,M,39+,other
736118,2016-05-02 12:58:36,116.32,40.05,Meizu,F,29-32,Beijing
1107428,2016-05-07 05:14:29,108.86,34.23,Meizu,M,33-38,Shanxi
1118122,2016-05-04 17:48:26,112.24,32.72,Meizu,M,27-28,Henan
947967,2016-05-05 21:26:04,114.01,22.97,Xiaomi,M,39+,Guangdong
1026435,2016-05-04 00:06:48,108.26,22.84,OPPO,M,29-32,Guangxi
271201,2016-05-02 22:27:47,118.51,37.42,Huawei,M,27-28,Shandong
1235717,2016-05-06 18:53:56,120.4,27.51,Other,F,27-28,Zhejiang
369426,2016-05-02 08:57:40,100.98,22.79,Xiaomi,M,33-38,Yunnan
312794,2016-05-02 11:47:51,116.28,39.92,Samsung,M,29-32,Beijing
174390,2016-05-01 07:43:14,116.31,37.45,Huawei,F,39+,Shandong
362704,2016-05-04 12:42:52,120.1,29.32,Other,M,23-26,Zhejiang
865655,2016-05-04 08:19:28,114.04,22.57,Other,F,39+,Guangdong
1061288,2016-05-07 18:00:59,121.26,31.01,Xiaomi,M,29-32,Shanghai
972992,2016-05-06 22:26:20,113.27,36.21,Xiaomi,F,23-26,Shanxi
292087,2016-05-05 12:29:06,111.76,36.84,LeEco,M,39+,Shanxi
577145,2016-05-03 21:23:43,112.41,39.3,OPPO,F,27-28,Shanxi
1119081,2016-05-06 13:07:00,104.08,30.67,Huawei,M,39+,Sichuan
393070,2016-05-05 19:31:15,104.13,30.66,Samsung,F,23-26,Sichuan
944082,2016-05-01 17:35:48,104.08,30.64,Huawei,F,23-26,Sichuan
259604,2016-05-05 22:30:21,111.92,34.74,Huawei,M,27-28,Henan
335309,2016-05-05 16:32:06,118.85,35.63,Huawei,M,39+,Shandong
381138,2016-05-04 07:51:10,108.31,22.78,Huawei,M,39+,Guangxi
303871,2016-05-05 23:07:20,112.6,26.88,Huawei,M,33-38,Hunan
1195582,2016-05-06 11:34:38,116.26,39.89,Meizu,M,23-26,Beijing
959751,2016-05-07 14:02:45,104.24,30.84,Coolpad,M,39+,Sichuan
264919,2016-05-02 21:28:09,123.44,41.84,Xiaomi,F,27-28,Liaoning
1141572,2016-05-01 08:03:29,106.49,29.55,Samsung,M,29-32,Chongqing
831963,2016-05-05 16:21:43,115.48,38.88,Huawei,M,39+,Hebei
852076,2016-05-06 13:11:14,1.0,1.0,Samsung,M,33-38,other
857498,2016-05-04 15:47:21,120.46,30.02,Meizu,M,27-28,Zhejiang
539580,2016-05-06 20:45:34,115.92,28.68,HTC,F,39+,Jiangxi
672927,2016-05-03 06:31:04,110.8,32.59,vivo,M,33-38,Hubei
510755,2016-05-07 20:03:20,118.76,32.0,Huawei,F,23-26,Jiangsu
592113,2016-05-05 10:28:51,115.84,28.68,Coolpad,F,27-28,Jiangxi
5060,2016-05-03 10:09:55,116.42,40.04,Huawei,M,39+,Beijing
503681,2016-05-04 23:05:06,112.31,23.46,Xiaomi,M,29-32,Guangdong
216585,2016-05-07 13:57:08,106.48,29.39,Huawei,F,39+,Chongqing
637700,2016-05-02 20:29:25,116.49,39.79,Samsung,M,39+,Beijing
818629,2016-05-05 01:40:09,114.01,22.91,Huawei,F,29-32,Guangdong
944035,2016-05-04 08:13:58,121.58,38.96,Xiaomi,F,29-32,Liaoning
552976,2016-05-06 13:25:30,126.64,45.78,Other,M,27-28,Heilongjiang
1202410,2016-05-02 14:17:48,103.88,30.81,OPPO,F,27-28,Sichuan
332175,2016-05-02 11:02:43,113.36,40.1,Other,M,29-32,Shanxi
1195662,2016-05-06 11:38:29,116.26,39.89,Meizu,M,23-26,Beijing
139741,2016-05-06 13:54:29,112.52,37.8,Coolpad,F,33-38,Shanxi
208586,2016-05-05 20:49:48,123.47,41.82,Meizu,M,39+,Liaoning
98163,2016-05-06 10:00:25,118.74,32.03,Samsung,F,33-38,Jiangsu
198414,2016-05-05 19:39:13,112.36,28.84,vivo,F,39+,Hunan
135889,2016-05-04 13:22:33,105.77,26.06,Other,M,39+,Guizhou
1165069,2016-05-05 10:42:20,114.5,38.01,HTC,M,33-38,Hebei
1178560,2016-05-03 10:07:32,115.26,38.38,Meizu,M,33-38,Hebei
481647,2016-05-01 13:21:37,113.29,23.12,Huawei,M,39+,Guangdong
49033,2016-05-06 13:51:03,113.84,23.3,Other,M,27-28,Guangdong
292874,2016-05-03 07:00:26,102.7,25.09,Huawei,M,33-38,Yunnan
1238566,2016-05-05 09:31:17,114.39,22.69,Coolpad,M,33-38,Guangdong
967839,2016-05-06 05:26:14,117.49,31.39,Meizu,M,33-38,Anhui
682863,2016-05-07 20:32:06,116.68,39.93,Huawei,M,29-32,Beijing
22311,2016-05-07 12:51:17,104.11,30.68,vivo,F,23-26,Sichuan
457941,2016-05-01 11:47:51,108.99,34.38,Huawei,M,29-32,Shanxi
622754,2016-05-06 12:46:02,121.47,31.28,Xiaomi,M,27-28,Shanghai
263600,2016-05-07 14:08:35,128.32,45.45,Samsung,M,29-32,Heilongjiang
449285,2016-05-04 18:55:23,104.0,30.0,LeEco,M,39+,Sichuan
1004609,2016-05-03 13:23:18,112.47,37.71,Huawei,M,39+,Shanxi
96081,2016-05-04 08:26:32,112.35,32.53,Meizu,M,33-38,Henan
128620,2016-05-01 17:37:47,119.6,26.56,Huawei,M,23-26,Fujian
1089424,2016-05-02 12:33:21,109.44,19.22,OPPO,M,23-26,Hainan
447963,2016-05-05 05:12:24,123.23,41.74,Samsung,F,23-26,Liaoning
557309,2016-05-05 22:08:49,108.93,34.3,Meizu,M,29-32,Shanxi
639190,2016-05-02 19:37:46,102.76,25.06,Xiaomi,M,23-26,Yunnan
525382,2016-05-05 14:17:38,120.12,30.28,Samsung,F,27-28,Zhejiang
29764,2016-05-05 08:41:50,114.14,36.82,Huawei,M,29-32,Hebei
1025543,2016-05-04 23:04:36,1.0,1.0,Samsung,M,23-26,other
499962,2016-05-02 02:31:07,104.05,30.68,Other,F,29-32,Sichuan
757763,2016-05-01 19:33:05,120.2,27.29,Xiaomi,M,27-28,Fujian
240186,2016-05-04 20:08:53,120.08,30.31,Other,M,22-,Zhejiang
1091068,2016-05-01 19:07:26,115.8,33.86,vivo,F,22-,Anhui
1215020,2016-05-03 06:34:06,120.54,31.69,Meizu,M,29-32,Jiangsu
5192,2016-05-03 05:40:53,113.25,23.16,Huawei,F,29-32,Guangdong
293769,2016-05-06 11:31:35,110.74,23.47,Other,M,39+,Guangxi
301718,2016-05-07 19:31:09,117.27,34.29,Xiaomi,F,29-32,Jiangsu
1063356,2016-05-06 16:38:24,119.15,26.13,Samsung,M,39+,Fujian
1001195,2016-05-04 20:17:36,116.39,40.0,Xiaomi,M,29-32,Beijing
356249,2016-05-05 00:00:42,87.55,43.87,Xiaomi,F,29-32,Xinjiang
823630,2016-05-02 18:52:10,120.11,31.83,Coolpad,M,39+,Jiangsu
1010084,2016-05-02 15:04:57,114.45,36.08,Samsung,M,29-32,Henan
1146981,2016-05-05 17:27:30,116.35,23.32,Meizu,M,23-26,Guangdong
593110,2016-05-06 18:57:05,111.3,30.77,Meizu,M,23-26,Hubei
1107170,2016-05-01 21:34:52,108.86,34.23,Meizu,M,33-38,Shanxi
885755,2016-05-04 19:08:52,116.3,39.94,Huawei,M,39+,Beijing
129468,2016-05-03 07:54:43,123.39,41.73,Samsung,F,33-38,Liaoning
861079,2016-05-06 05:18:21,108.84,34.18,Huawei,M,33-38,Shanxi
704979,2016-05-06 21:13:28,104.0,30.0,Other,M,23-26,Sichuan
1214734,2016-05-02 11:16:31,104.0,30.0,Xiaomi,F,29-32,Sichuan
412732,2016-05-05 21:16:31,116.32,39.74,Xiaomi,F,39+,Beijing
470970,2016-05-05 18:56:57,120.32,31.62,Xiaomi,M,33-38,Jiangsu
224872,2016-05-04 00:38:54,118.75,32.03,Huawei,F,39+,Jiangsu
299362,2016-05-01 19:29:35,120.4,36.16,Huawei,M,33-38,Shandong
648684,2016-05-02 20:53:04,113.31,23.02,Samsung,M,33-38,Guangdong
327697,2016-05-07 12:27:15,115.97,28.73,Huawei,F,39+,Jiangxi
3259,2016-05-02 18:50:40,118.34,34.35,Huawei,F,39+,Jiangsu
498827,2016-05-06 12:21:18,113.85,27.63,vivo,M,22-,Jiangxi
769512,2016-05-06 06:42:20,114.87,30.38,Huawei,M,33-38,Hubei
1010744,2016-05-04 19:26:14,114.35,36.06,Samsung,M,29-32,Henan
703265,2016-05-03 06:01:50,116.67,34.88,Huawei,M,39+,Jiangsu
1117116,2016-05-07 07:00:12,120.62,30.57,Huawei,M,23-26,Zhejiang
354087,2016-05-07 10:41:26,108.28,22.85,Huawei,F,39+,Guangxi
1057161,2016-05-06 17:43:45,111.91,37.03,Other,M,23-26,Shanxi
586062,2016-05-06 07:39:26,111.61,26.45,vivo,M,33-38,Hunan
732357,2016-05-05 05:39:44,121.45,31.19,Other,M,33-38,Shanghai
142054,2016-05-07 10:23:12,118.82,32.04,Huawei,M,23-26,Jiangsu
249408,2016-05-04 00:58:31,112.91,28.22,vivo,M,22-,Hunan
608184,2016-05-05 21:21:37,104.24,30.56,Other,M,29-32,Sichuan
635879,2016-05-01 12:08:29,103.49,29.6,Samsung,F,29-32,Sichuan
431051,2016-05-02 11:51:38,113.83,22.67,Samsung,F,39+,Guangdong
763240,2016-05-05 13:50:57,120.59,27.84,Huawei,M,39+,Zhejiang
417816,2016-05-04 05:36:29,115.66,24.17,Huawei,F,23-26,Guangdong
599607,2016-05-05 13:05:58,119.46,29.21,Xiaomi,M,33-38,Zhejiang
982139,2016-05-04 01:41:49,113.03,28.2,Huawei,M,29-32,Hunan
447878,2016-05-05 10:03:36,122.73,41.51,Samsung,F,23-26,Liaoning
748657,2016-05-07 07:42:07,122.09,40.22,Samsung,M,29-32,Liaoning
157809,2016-05-04 19:57:07,112.57,37.74,OPPO,F,23-26,Shanxi
323350,2016-05-04 05:55:47,113.97,22.56,vivo,M,22-,Guangdong
1147036,2016-05-03 09:31:42,121.89,29.48,LeEco,M,39+,Zhejiang
1029143,2016-05-03 19:07:28,104.22,30.8,OPPO,M,22-,Sichuan
100652,2016-05-06 18:03:52,111.7,36.51,Other,M,39+,Shanxi
372164,2016-05-06 12:52:05,114.26,22.72,Huawei,F,27-28,Guangdong
320148,2016-05-06 04:42:43,120.59,30.3,vivo,F,23-26,Zhejiang
282720,2016-05-04 14:16:27,119.99,35.87,Xiaomi,M,27-28,Shandong
591770,2016-05-05 18:24:27,109.09,21.47,Huawei,M,29-32,Guangxi
708814,2016-05-07 10:53:39,113.4,28.21,OPPO,M,29-32,Hunan
1247440,2016-05-07 04:46:49,116.67,34.6,Huawei,M,39+,Jiangsu
143574,2016-05-03 19:54:02,116.97,25.11,Xiaomi,M,33-38,Fujian
406520,2016-05-07 20:08:28,118.73,32.05,Huawei,M,39+,Jiangsu
290471,2016-05-06 18:19:41,120.11,30.07,Lenovo,F,39+,Zhejiang
608311,2016-05-07 08:30:01,117.85,40.07,Xiaomi,F,29-32,Hebei
31999,2016-05-07 09:23:56,114.49,36.8,Other,F,39+,Hebei
862547,2016-05-01 18:18:31,116.55,40.13,Samsung,F,23-26,Beijing
543504,2016-05-02 18:59:22,104.1,30.67,Xiaomi,M,39+,Sichuan
9609,2016-05-01 10:38:32,120.89,31.41,Other,F,27-28,Jiangsu
648137,2016-05-03 14:08:26,117.15,39.11,Xiaomi,M,29-32,Tianjin
114470,2016-05-07 14:02:55,120.19,30.25,Huawei,M,39+,Zhejiang
646006,2016-05-02 16:13:46,109.39,32.46,Huawei,M,33-38,Shanxi
299573,2016-05-01 06:20:52,120.38,36.16,Huawei,M,33-38,Shandong
1153609,2016-05-02 11:25:52,121.11,30.18,Huawei,M,33-38,Zhejiang
758837,2016-05-01 11:47:23,117.15,29.25,Xiaomi,F,23-26,Jiangxi
1161176,2016-05-05 11:17:44,114.34,23.01,Huawei,M,33-38,Guangdong
690549,2016-05-05 18:09:30,118.86,35.6,Samsung,F,39+,Shandong
1018743,2016-05-01 00:09:06,111.66,29.05,Xiaomi,M,23-26,Hunan
726567,2016-05-02 15:55:35,118.77,30.95,Huawei,M,39+,Anhui
860876,2016-05-05 06:32:59,109.72,26.87,vivo,M,29-32,Hunan
915766,2016-05-02 06:21:33,120.26,32.03,vivo,F,33-38,Jiangsu
